UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_ID
O35777	MAGT1	ENSRNOG00000051408	Magt1	DOID:10283|DOID:612
O35789	B3GA1	ENSRNOG00000007142	B3gat1	DOID:3770
O35795	ENTP2	ENSRNOG00000013102	Entpd2	DOID:10763|DOID:12236|DOID:3070|DOID:5082
O35799	HFE	ENSRNOG00000016967	Hfe	DOID:0050700|DOID:10652|DOID:11713|DOID:11758|DOID:12241|DOID:12930|DOID:1485|DOID:1612|DOID:2352|DOID:2394|DOID:3132|DOID:409|DOID:4346|DOID:4971|DOID:5082|DOID:5844|DOID:676|DOID:684|DOID:7148|DOID:8398|DOID:8437|DOID:853|DOID:8778|DOID:8947|DOID:8997|DOID:9256|DOID:9351|DOID:9352|DOID:9538|DOID:9663|DOID:9952|DOID:9970
O35800	HIF1A	ENSRNOG00000008292	Hif1a	DOID:0060224|DOID:10159|DOID:10283|DOID:10652|DOID:1074|DOID:10763|DOID:11721|DOID:11981|DOID:13413|DOID:13948|DOID:162|DOID:2154|DOID:224|DOID:2316|DOID:2394|DOID:2746|DOID:3008|DOID:3021|DOID:3525|DOID:369|DOID:3908|DOID:4450|DOID:5844|DOID:6000|DOID:6432|DOID:684|DOID:7148|DOID:8398|DOID:8691|DOID:8893|DOID:8923|DOID:8947|DOID:9352
O35815	ATX3	ENSRNOG00000005470	Atxn3	DOID:1440
O35819	KLF6	ENSRNOG00000016885	Klf6	DOID:10283
O35824	DNJA2	ENSRNOG00000016251	Dnaja2	DOID:409
O35826	GLCNE	ENSRNOG00000014365	Gne	DOID:3659
O35828	CORO7	ENSRNOG00000004146	Coro7	DOID:9970
O35841	API5	ENSMUSG00000027193	Api5	DOID:4362
O35854	BCAT2	ENSRNOG00000020956	Bcat2	DOID:9269
O35855	BCAT2	ENSMUSG00000030826	Bcat2	DOID:9269
O35857	TIM44	ENSMUSG00000002949	Timm44	DOID:13207|DOID:8947
O35867	NEB1	ENSRNOG00000008869	Ppp1r9a	DOID:12858|DOID:224|DOID:684
O35870	FANCC	ENSRNOG00000016889	Fancc	DOID:12450|DOID:13636|DOID:1612|DOID:1793|DOID:9119
O35874	SATT	ENSMUSG00000020142	Slc1a4	DOID:1289
O35876	SMN	ENSRNOG00000018067	Smn1	DOID:12376|DOID:12377|DOID:13137
O35889	AFAD	ENSRNOG00000023753	Afdn	DOID:14330|DOID:3459
O35904	PK3CD	ENSMUSG00000039936	Pik3cd	DOID:1380|DOID:1574|DOID:3068|DOID:9256|DOID:9352
O35913	SO1A4	ENSRNOG00000047493	Slco1a4	DOID:12308|DOID:13580|DOID:9452
O35914	BNC1	ENSMUSG00000025105	Bnc1	DOID:5426
O35920	CAN9	ENSRNOG00000018480	Capn9	DOID:10534|DOID:11723|DOID:2476
O35921	EAA4	ENSRNOG00000007509	Slc1a6	DOID:1289
O35923	BRCA2	ENSRNOG00000001111	Brca2	DOID:10283|DOID:13636|DOID:1380|DOID:1612|DOID:1793|DOID:1909|DOID:2154|DOID:2394|DOID:3070|DOID:3347|DOID:3748|DOID:5223|DOID:5683|DOID:6039|DOID:83|DOID:8923
O35930	GP1BA	ENSMUSG00000050675	Gp1ba	DOID:11713|DOID:1184|DOID:2217|DOID:5844
O35932	PD2RL	ENSRNOG00000031535	Ptgdrl	DOID:2841|DOID:3526
O35942	NEK2	ENSMUSG00000026622	Nek2	DOID:162
O35943	FRDA	ENSMUSG00000059363	Fxn	DOID:12705|DOID:162|DOID:2351|DOID:9352
O35945	AL1A7	ENSMUSG00000024747	Aldh1a7	DOID:1793|DOID:9970
O35964	SH3G1	ENSRNOG00000049683	Sh3gl1	DOID:3070|DOID:9119
O35969	GAMT	ENSMUSG00000020150	Gamt	DOID:9252
O35973	PER1	ENSMUSG00000020893	Per1	DOID:1094
O35988	SDC4	ENSMUSG00000017009	Sdc4	DOID:104|DOID:5844
O43186	CRX	ENSG00000105392	CRX	DOID:10584
O43316	PAX4	ENSG00000106331	PAX4	DOID:1837|DOID:9352|DOID:9744
O43323	DHH	ENSG00000139549	DHH	DOID:14448
O43435	TBX1	ENSG00000184058	TBX1	DOID:11198|DOID:12583|DOID:6406
O43464	HTRA2	ENSG00000115317	HTRA2	DOID:14330
O43525	KCNQ3	ENSG00000184156	KCNQ3	DOID:14264
O43526	KCNQ2	ENSG00000075043	KCNQ2	DOID:14264
O43542	XRCC3	ENSG00000126215	XRCC3	DOID:1612
O43593	HAIR	ENSG00000168453	HR	DOID:987
O43612	OREX	ENSG00000161610	HCRT	DOID:8986
O43623	SNAI2	ENSG00000019549	SNAI2	DOID:3263
O43707	ACTN4	ENSG00000130402	ACTN4	DOID:1312
O43709	BUD23	ENSG00000071462	BUD23	DOID:1928
O43734	CIKS	ENSG00000056972	TRAF3IP2	DOID:2058
O43819	SCO2	ENSG00000130489	SCO2	DOID:11830
O43826	G6PT1	ENSG00000137700	SLC37A4	DOID:2749
O43918	AIRE	ENSG00000160224	AIRE	DOID:417
O54689	CCR6	ENSMUSG00000040899	Ccr6	DOID:1564|DOID:1612|DOID:224|DOID:2920|DOID:2986|DOID:418|DOID:8893
O54693	EDA	ENSMUSG00000059327	Eda	DOID:14793
O54698	S29A1	ENSRNOG00000019752	Slc29a1	DOID:0050741|DOID:2316
O54709	NKG2D	ENSMUSG00000030149	Klrk1	DOID:1883|DOID:399
O54724	CAVN1	ENSMUSG00000004044	Cavin1	DOID:6432
O54732	MMP15	ENSMUSG00000031790	Mmp15	DOID:10283|DOID:2671
O54735	PDE5A	ENSRNOG00000014443	Pde5a	DOID:10591|DOID:12236|DOID:1875|DOID:2986|DOID:5844|DOID:6432
O54748	STK3	ENSRNOG00000011278	Stk3	DOID:1289
O54749	CP2J5	ENSMUSG00000052520	Cyp2j5	DOID:10591|DOID:1073|DOID:10763|DOID:5844|DOID:6432
O54750	CP2J6	ENSMUSG00000052914	Cyp2j6	DOID:10591|DOID:1073|DOID:10763|DOID:10952|DOID:5199|DOID:5844|DOID:6432|DOID:874
O54751	CRX	ENSMUSG00000041578	Crx	DOID:8466
O54754	AOXA	ENSMUSG00000063558	Aox1	DOID:332
O54772	SMRD2	ENSRNOG00000010557	Smarcd2	DOID:1925
O54774	AP3D1	ENSMUSG00000020198	Ap3d1	DOID:2223|DOID:3753
O54783	CHKB	ENSRNOG00000011404	Chkb	DOID:1059|DOID:8986|DOID:9884
O54785	LIMK2	ENSMUSG00000020451	Limk2	DOID:1928
O54788	DFFB	ENSMUSG00000029027	Dffb	DOID:224
O54794	AQP7	ENSMUSG00000028427	Aqp7	DOID:0060180|DOID:11981|DOID:8577|DOID:8778|DOID:9352
O54804	CHKA	ENSMUSG00000024843	Chka	DOID:219|DOID:224
O54814	CCR3	ENSRNOG00000006736	Ccr3	DOID:12132|DOID:1485|DOID:1555|DOID:2043|DOID:2152|DOID:2377|DOID:2841|DOID:3083|DOID:3310|DOID:4483|DOID:5844|DOID:7148|DOID:841|DOID:8577|DOID:9074|DOID:9146|DOID:9970
O54819	TFPI1	ENSMUSG00000027082	Tfpi	DOID:0060224|DOID:10159|DOID:10591|DOID:10772|DOID:11247|DOID:1168|DOID:1184|DOID:12134|DOID:1240|DOID:14115|DOID:14566|DOID:2216|DOID:224|DOID:2451|DOID:3770|DOID:5082|DOID:5425|DOID:5844|DOID:9074|DOID:9351
O54824	IL16	ENSMUSG00000001741	Il16	DOID:0050589|DOID:10283|DOID:2841|DOID:3068|DOID:3069|DOID:3083|DOID:3388|DOID:4483|DOID:8544
O54826	AF10	ENSMUSG00000026743	Mllt10	DOID:8864|DOID:9119
O54830	PR7A1	ENSMUSG00000006488	Prl7a1	DOID:2945|DOID:3407|DOID:9970|DOID:9993
O54831	PR7A2	ENSMUSG00000046899	Prl7a2	DOID:2945|DOID:3407|DOID:9970|DOID:9993
O54832	O54832	ENSMUSG00000018259	Prl8a2	DOID:2945|DOID:3407|DOID:9970|DOID:9993
O54833	CSK22	ENSMUSG00000046707	Csnk2a2	DOID:12336
O54834	RHG06	ENSMUSG00000031355	Arhgap6	DOID:10629
O54835	SMAD9	ENSRNOG00000058416	Smad9	DOID:10283|DOID:14557|DOID:6432
O54853	KCNH6	ENSRNOG00000008078	Kcnh6	DOID:2843
O54854	O54854	ENSRNOG00000031927	Klk6	DOID:10283|DOID:10652|DOID:12217|DOID:14330|DOID:2394|DOID:3213|DOID:3459|DOID:4450|DOID:4752
O54857	O54857	ENSRNOG00000020723	Pten	DOID:10283|DOID:10584|DOID:10762|DOID:11054|DOID:1192|DOID:127|DOID:13042|DOID:13608|DOID:1380|DOID:1612|DOID:162|DOID:2018|DOID:219|DOID:224|DOID:303|DOID:3070|DOID:3314|DOID:3908|DOID:3962|DOID:4450|DOID:4586|DOID:6457|DOID:684|DOID:76|DOID:8719|DOID:8991|DOID:9351|DOID:936|DOID:9452|DOID:9952
O54865	GCYB1	ENSMUSG00000028005	Gucy1b1	DOID:10652
O54874	MRCKA	ENSRNOG00000002841	Cdc42bpa	DOID:14227
O54888	RPA2	ENSRNOG00000018349	Polr1b	DOID:2908
O54890	ITB3	ENSMUSG00000020689	Itgb3	DOID:12361|DOID:1588|DOID:2219|DOID:224|DOID:2841|DOID:2921|DOID:3908|DOID:5844|DOID:783|DOID:874|DOID:8924|DOID:8947|DOID:9119
O54901	OX2G	ENSMUSG00000022661	Cd200	DOID:417
O54902	NRAM2	ENSRNOG00000019550	Slc11a2	DOID:11758|DOID:14330|DOID:1724|DOID:2316|DOID:2355|DOID:332|DOID:552
O54908	DKK1	ENSMUSG00000024868	Dkk1	DOID:11832|DOID:13714
O54912	KCNK3	ENSRNOG00000009790	Kcnk3	DOID:14557|DOID:1824|DOID:5453
O54915	NR1I2	ENSMUSG00000022809	Nr1i2	DOID:13580|DOID:1826
O54939	DHB3	ENSRNOG00000019096	Hsd17b3	DOID:10652|DOID:1923|DOID:9352
O54941	SMCE1	ENSMUSG00000037935	Smarce1	DOID:4586
O54942	CLD5	ENSMUSG00000041378	Cldn5	DOID:3525|DOID:5419
O54947	HAVR1	ENSRNOG00000007243	Havcr1	DOID:0060180|DOID:10763|DOID:10825|DOID:11111|DOID:12556|DOID:1591|DOID:1920|DOID:2378|DOID:2527|DOID:2841|DOID:2986|DOID:3021|DOID:3310|DOID:4450|DOID:557|DOID:576|DOID:784|DOID:9620
O54950	AAKG1	ENSMUSG00000067713	Prkag1	DOID:1289
O54951	SEM6B	ENSMUSG00000001227	Sema6b	DOID:891
O54952	BRCA1	ENSRNOG00000020701	Brca1	DOID:10283|DOID:10763|DOID:11054|DOID:13636|DOID:1612|DOID:1793|DOID:219|DOID:2394|DOID:3459|DOID:4362|DOID:5683|DOID:8991
O54960	CAPON	NA	Nos1ap	DOID:11446|DOID:11723|DOID:1596|DOID:6000
O54962	BAF	ENSMUSG00000024844	Banf1	DOID:3911
O54963	REST	ENSRNOG00000002074	Rest	DOID:2154
O54968	NF2L2	ENSRNOG00000001548	Nfe2l2	DOID:0080547|DOID:10652|DOID:10763|DOID:11832|DOID:12858|DOID:13619|DOID:2841|DOID:3021|DOID:3083|DOID:332|DOID:3525|DOID:3770|DOID:4448|DOID:5082|DOID:5844|DOID:6000|DOID:684|DOID:784|DOID:83|DOID:8947|DOID:9256|DOID:9352|DOID:9675|DOID:9970
O54982	KCNU1	ENSMUSG00000031576	Kcnu1	DOID:11723|DOID:1574
O54990	PROM1	ENSMUSG00000029086	Prom1	DOID:8466|DOID:9351
O54991	CNTP1	ENSMUSG00000017167	Cntnap1	DOID:440
O55003	BNIP3	ENSMUSG00000078566	Bnip3	DOID:224|DOID:3083|DOID:3525|DOID:5327|DOID:5844|DOID:6000|DOID:783|DOID:8677|DOID:9970
O55005	ROBO1	ENSRNOG00000029614	Robo1	DOID:1324|DOID:2975|DOID:3908
O55012	PICAL	ENSRNOG00000018322	Picalm	DOID:9119
O55017	CAC1B	ENSMUSG00000004113	Cacna1b	DOID:2377|DOID:6364
O55026	ENTP2	ENSMUSG00000015085	Entpd2	DOID:10763|DOID:12236|DOID:3070|DOID:5082
O55029	COPB2	ENSMUSG00000032458	Copb2	DOID:10907
O55040	NMUR1	ENSMUSG00000026237	Nmur1	DOID:9970
O55042	SYUA	ENSMUSG00000025889	Snca	DOID:10652|DOID:11870|DOID:11949|DOID:12217|DOID:14330|DOID:1596|DOID:3192|DOID:3312|DOID:3981|DOID:4752|DOID:5419|DOID:670|DOID:8692|DOID:8725
O55043	ARHG7	ENSRNOG00000012934	Arhgef7	DOID:6713
O55060	TPMT	ENSMUSG00000021376	Tpmt	DOID:0050589|DOID:615|DOID:987|DOID:9952
O55071	CP2BJ	ENSMUSG00000066704	Cyp2b19	DOID:9119
O55081	RBL2	ENSRNOG00000012153	Rbl2	DOID:162
O55099	AURKB	ENSRNOG00000005659	Aurkb	DOID:2871
O55102	BL1S1	ENSMUSG00000090247	Bloc1s1	DOID:3753|DOID:5419
O55112	AFF2	ENSMUSG00000031189	Aff2	DOID:14261
O55123	MMP10	ENSMUSG00000047562	Mmp10	DOID:10588|DOID:783|DOID:9351
O55125	NIPS1	ENSMUSG00000034285	Nipsnap1	DOID:14330
O55127	CP26A	ENSMUSG00000024987	Cyp26a1	DOID:4621|DOID:8866
O55142	RL35A	ENSMUSG00000060636	Rpl35a	DOID:3068
O55143	AT2A2	ENSMUSG00000029467	Atp2a2	DOID:10825|DOID:114|DOID:14221|DOID:1459|DOID:2734|DOID:6000|DOID:6432|DOID:9352
O55145	X3CL1	ENSRNOG00000016326	Cx3cl1	DOID:10223|DOID:10459|DOID:10762|DOID:13141|DOID:1679|DOID:1824|DOID:224|DOID:2527|DOID:2841|DOID:2913|DOID:2921|DOID:326|DOID:3310|DOID:418|DOID:4483|DOID:6432|DOID:649|DOID:7148|DOID:820|DOID:850|DOID:8544|DOID:9477|DOID:9810
O55156	CLIP2	ENSRNOG00000021611	Clip2	DOID:1928
O55159	EPCAM	ENSRNOG00000015667	Epcam	DOID:3525|DOID:684
O55164	MPDZ	ENSRNOG00000007894	Mpdz	DOID:10908
O55170	SOX10	ENSRNOG00000011305	Sox10	DOID:10487|DOID:3614|DOID:9258
O55171	ACOT2	ENSRNOG00000010134	Acot2	DOID:9352
O55173	PDPK1	ENSRNOG00000006136	Pdpk1	DOID:10283|DOID:1574|DOID:3908
O55186	CD59A	ENSMUSG00000032679	Cd59a	DOID:1380|DOID:1407|DOID:2394|DOID:2527|DOID:2921|DOID:3459|DOID:5844|DOID:8869|DOID:8947
O55187	CBX4	ENSMUSG00000039989	Cbx4	DOID:684
O55192	SC6A2	ENSMUSG00000055368	Slc6a2	DOID:10763|DOID:1094
O55197	C3AR	ENSRNOG00000009211	C3ar1	DOID:11394|DOID:2841|DOID:4483|DOID:850
O55207	SYNJ2	ENSRNOG00000017114	Synj2	DOID:14250|DOID:14330
O55208	FIGLA	ENSMUSG00000030001	Figla	DOID:5426
O55222	ILK	ENSMUSG00000030890	Ilk	DOID:10283|DOID:12930|DOID:1793|DOID:2394|DOID:2526
O55229	CHKB	ENSMUSG00000022617	Chkb	DOID:1059|DOID:8986|DOID:9884
O55230	RA51D	ENSMUSG00000018841	Rad51d	DOID:5683
O55232	OREX	ENSRNOG00000018892	Hcrt	DOID:11983|DOID:12842|DOID:4195|DOID:8986|DOID:9970
O55239	NNMT	ENSMUSG00000032271	Nnmt	DOID:4450
O55240	RDH5	ENSMUSG00000025350	Rdh5	DOID:11105|DOID:8499
O55241	OREX	ENSMUSG00000045471	Hcrt	DOID:11983|DOID:12842|DOID:4195|DOID:8986|DOID:9970
O60260	PRKN	ENSG00000185345	PRKN	DOID:14330
O60266	ADCY3	ENSG00000138031	ADCY3	DOID:9970
O60313	OPA1	ENSG00000198836	OPA1	DOID:5723
O60393	NOBOX	ENSG00000106410	NOBOX	DOID:5426
O60494	CUBN	ENSG00000107611	CUBN	DOID:13382
O60500	NPHN	ENSG00000161270	NPHS1	DOID:2590
O60602	TLR5	ENSG00000187554	TLR5	DOID:417
O60663	LMX1B	ENSG00000136944	LMX1B	DOID:9467
O60674	JAK2	ENSG00000096968	JAK2	DOID:11512|DOID:2224|DOID:4971|DOID:8997|DOID:9119
O60879	DIAP2	ENSG00000147202	DIAPH2	DOID:5426
O60931	CTNS	ENSG00000040531	CTNS	DOID:1064
O60934	NBN	ENSG00000104320	NBN	DOID:12449|DOID:1612|DOID:7400
O70126	AURKB	ENSMUSG00000020897	Aurkb	DOID:2871
O70127	ABCBB	ENSRNOG00000050860	Abcb11	DOID:13580|DOID:1852|DOID:5082
O70138	MMP8	ENSMUSG00000005800	Mmp8	DOID:0080600|DOID:14004|DOID:1612|DOID:2394|DOID:2871|DOID:3407|DOID:6000|DOID:7148|DOID:7693|DOID:8398
O70141	SEM6B	ENSRNOG00000045998	Sema6b	DOID:891
O70145	NCF2	ENSMUSG00000026480	Ncf2	DOID:10652|DOID:10763|DOID:11832|DOID:576|DOID:9970
O70153	O70153	ENSRNOG00000011917	Cd79b	DOID:2583|DOID:9952
O70156	OLR1	ENSRNOG00000056219	Olr1	DOID:10763|DOID:3393|DOID:5844|DOID:783|DOID:9246
O70161	PI51C	ENSMUSG00000034902	Pip5k1c	DOID:162
O70167	P3C2G	ENSMUSG00000030228	Pik3c2g	DOID:9352
O70172	PI42A	ENSMUSG00000026737	Pip4k2a	DOID:162
O70173	P3C2G	ENSRNOG00000034228	Pik3c2g	DOID:9352
O70174	ACHA4	ENSMUSG00000027577	Chrna4	DOID:10652|DOID:12217|DOID:6000
O70176	PACA	ENSMUSG00000024256	Adcyap1	DOID:1679
O70200	AIF1	ENSMUSG00000024397	Aif1	DOID:10554|DOID:10652|DOID:11832|DOID:1824|DOID:1969|DOID:231|DOID:2316|DOID:2921|DOID:3454|DOID:9744
O70201	BIRC5	ENSMUSG00000017716	Birc5	DOID:10283|DOID:11054|DOID:2671|DOID:289|DOID:2913|DOID:3070|DOID:4450|DOID:5517|DOID:5844|DOID:6000|DOID:6432
O70209	PDLI3	ENSMUSG00000031636	Pdlim3	DOID:0050700|DOID:423
O70215	NKG2D	ENSRNOG00000061739	Klrk1	DOID:1883|DOID:399
O70237	GFI1B	ENSMUSG00000026815	Gfi1b	DOID:0070004|DOID:12449|DOID:8761|DOID:9119|DOID:9952
O70240	AXIN2	ENSRNOG00000055010	Axin2	DOID:162|DOID:1682|DOID:2340|DOID:9256
O70244	CUBN	ENSRNOG00000029047	Cubn	DOID:557
O70249	OGG1	ENSRNOG00000052140	Ogg1	DOID:10283|DOID:1070|DOID:12361|DOID:14330|DOID:1612|DOID:1793|DOID:1824|DOID:2237|DOID:224|DOID:2394|DOID:2513|DOID:2671|DOID:3314|DOID:3525|DOID:4450|DOID:4947|DOID:5520|DOID:678|DOID:83|DOID:9352
O70257	STX7	ENSRNOG00000015670	Stx7	DOID:305
O70263	LNX1	ENSMUSG00000029228	Lnx1	DOID:10003
O70273	EHF	ENSMUSG00000012350	Ehf	DOID:7693
O70276	RPE65	ENSRNOG00000009582	Rpe65	DOID:10584|DOID:1749|DOID:2513
O70277	TRIM3	ENSRNOG00000018356	Trim3	DOID:9884
O70279	ESS2	ENSMUSG00000003527	Ess2	DOID:11198|DOID:12583
O70280	WFDC1	ENSRNOG00000015904	Wfdc1	DOID:10283
O70291	GRK4	ENSMUSG00000052783	Grk4	DOID:10825
O70293	GRK6	ENSMUSG00000074886	Grk6	DOID:14330|DOID:7148
O70302	CIDEA	ENSMUSG00000024526	Cidea	DOID:9970
O70303	CIDEB	ENSMUSG00000022219	Cideb	DOID:10787
O70306	TBX15	ENSMUSG00000027868	Tbx15	DOID:0050700|DOID:1682
O70318	E41L2	ENSMUSG00000019978	Epb41l2	DOID:0050589
O70324	MOT8	ENSMUSG00000033965	Slc16a2	DOID:1059
O70337	BIK	ENSMUSG00000016758	Bik	DOID:10283|DOID:12704|DOID:1612|DOID:219|DOID:4450
O70342	NPY5R	ENSMUSG00000044014	Npy5r	DOID:0050830|DOID:11832|DOID:1825|DOID:2018|DOID:3146|DOID:4247|DOID:5394|DOID:9970
O70343	PRGC1	ENSMUSG00000029167	Ppargc1a	DOID:0050700|DOID:0060180|DOID:0060611|DOID:10652|DOID:1074|DOID:10871|DOID:114|DOID:11446|DOID:1184|DOID:12236|DOID:12858|DOID:1287|DOID:12930|DOID:14330|DOID:1909|DOID:263|DOID:3083|DOID:332|DOID:4195|DOID:4448|DOID:5844|DOID:6000|DOID:7998|DOID:8947|DOID:9352|DOID:9452|DOID:9970
O70351	HCD2	ENSRNOG00000003049	Hsd17b10	DOID:10652|DOID:3347
O70352	CD82	ENSRNOG00000000047	Cd82	DOID:10283|DOID:10763|DOID:11054|DOID:162|DOID:2394|DOID:2671|DOID:2871|DOID:3459
O70355	BTNL2	ENSMUSG00000024340	Btnl2	DOID:10322|DOID:11335|DOID:12361|DOID:13378|DOID:3393|DOID:399|DOID:7148|DOID:8577
O70370	CATS	ENSMUSG00000038642	Ctss	DOID:10652|DOID:10941|DOID:11723|DOID:14250|DOID:2378|DOID:3407|DOID:870
O70372	TERT	ENSMUSG00000021611	Tert	DOID:10283|DOID:11054|DOID:12241|DOID:12449|DOID:1883|DOID:1909|DOID:1967|DOID:2154|DOID:224|DOID:2671|DOID:4450|DOID:6432|DOID:684|DOID:6846|DOID:784|DOID:8552|DOID:8991|DOID:9119|DOID:9538|DOID:9952
O70373	XIRP1	ENSMUSG00000079243	Xirp1	DOID:11984
O70394	I27RA	ENSMUSG00000005465	Il27ra	DOID:418
O70400	PDLI1	ENSMUSG00000055044	Pdlim1	DOID:0050700|DOID:423
O70421	FZD1	ENSMUSG00000044674	Fzd1	DOID:3459
O70423	AOC3	ENSMUSG00000019326	Aoc3	DOID:10652|DOID:10941|DOID:13141|DOID:3627|DOID:6000|DOID:8947|DOID:9246|DOID:9352|DOID:9744|DOID:9970
O70436	SMAD2	ENSRNOG00000018140	Smad2	DOID:1380|DOID:1793|DOID:2394|DOID:3459|DOID:3498|DOID:3883|DOID:4001|DOID:4362|DOID:4450|DOID:5844|DOID:684
O70437	SMAD4	ENSRNOG00000051965	Smad4	DOID:0060071|DOID:0080547|DOID:11054|DOID:12347|DOID:1270|DOID:14654|DOID:1793|DOID:2394|DOID:2671|DOID:2871|DOID:3083|DOID:3119|DOID:3587|DOID:3770|DOID:3883|DOID:4362|DOID:4440|DOID:4450|DOID:4928|DOID:520|DOID:5844|DOID:6432|DOID:684|DOID:8552|DOID:9352
O70439	STX7	ENSMUSG00000019998	Stx7	DOID:305
O70445	BARD1	ENSMUSG00000026196	Bard1	DOID:1612|DOID:2394
O70454	BUD31	ENSRNOG00000000989	Bud31	DOID:1395
O70456	1433S	ENSMUSG00000047281	Sfn	DOID:11054|DOID:2394|DOID:2671|DOID:2871|DOID:8719
O70460	CCL19	ENSMUSG00000094661	Ccl19	DOID:2841|DOID:3770
O70467	ANM3	ENSRNOG00000014829	Prmt3	DOID:2841
O70468	MYPC3	ENSMUSG00000002100	Mybpc3	DOID:11984
O70481	UBR1	ENSMUSG00000027272	Ubr1	DOID:14694
O70489	PPT2	ENSRNOG00000000435	Ppt2	DOID:14503
O70496	CLCN7	ENSMUSG00000036636	Clcn7	DOID:13533
O70507	HCN4	ENSMUSG00000032338	Hcn4	DOID:11119|DOID:13884
O70511	ANK3	ENSRNOG00000053288	Ank3	DOID:1059|DOID:10652|DOID:1824
O70512	CISH	ENSRNOG00000029543	Cish	DOID:12365|DOID:399
O70531	S26A2	ENSRNOG00000018082	Slc26a2	DOID:14687|DOID:2256|DOID:676
O70534	DLK1	ENSRNOG00000019584	Dlk1	DOID:13608|DOID:3070
O70535	LIFR	ENSRNOG00000011696	Lifr	DOID:2256
O70540	MADCA	ENSRNOG00000008217	Madcam1	DOID:3044|DOID:8778
O70546	KDM6A	ENSMUSG00000037369	Kdm6a	DOID:10283|DOID:1612|DOID:3748|DOID:4450|DOID:9952
O70566	DIAP2	ENSMUSG00000034480	Diaph2	DOID:5426
O70576	STAG3	ENSMUSG00000036928	Stag3	DOID:5426
O70577	S22A2	ENSMUSG00000040966	Slc22a2	DOID:1074|DOID:13619|DOID:1852|DOID:1920|DOID:3021|DOID:783
O70578	CCG1	ENSMUSG00000020722	Cacng1	DOID:8545
O70583	TRI18	ENSMUSG00000035299	Mid1	DOID:10629
O70589	CSKP	ENSMUSG00000031012	Cask	DOID:14711
O70594	S22A5	ENSRNOG00000008432	Slc22a5	DOID:0050700|DOID:14365|DOID:655|DOID:8778
O70600	RSAD2	ENSRNOG00000007539	Rsad2	DOID:1273
O70622	RTN2	ENSMUSG00000030401	Rtn2	DOID:2476
O70624	MYOC	ENSMUSG00000026697	Myoc	DOID:1067|DOID:1068|DOID:1070|DOID:13544|DOID:2920|DOID:9282
O75165	DJC13	ENSG00000138246	DNAJC13	DOID:14330
O75197	LRP5	ENSG00000162337	LRP5	DOID:11476|DOID:13533
O75360	PROP1	ENSG00000175325	PROP1	DOID:9406
O75369	FLNB	ENSG00000136068	FLNB	DOID:14764
O75417	DPOLQ	ENSG00000051341	POLQ	DOID:1612
O75581	LRP6	ENSG00000070018	LRP6	DOID:3393
O75874	IDHC	ENSG00000138413	IDH1	DOID:3070
O75970	MPDZ	ENSG00000107186	MPDZ	DOID:10908
O76082	S22A5	ENSG00000197375	SLC22A5	DOID:14365
O88174	MCP	ENSMUSG00000016493	Cd46	DOID:10591|DOID:10871|DOID:12554|DOID:2377|DOID:2452|DOID:2773|DOID:3459|DOID:4450|DOID:8991|DOID:9074|DOID:934|DOID:9470|DOID:9538|DOID:9952
O88181	BARH2	ENSRNOG00000002117	Barhl2	DOID:10534|DOID:9256
O88186	GPIX	ENSMUSG00000030054	Gp9	DOID:2217
O88199	CHST3	ENSMUSG00000057337	Chst3	DOID:2256|DOID:5419
O88207	CO5A1	ENSMUSG00000026837	Col5a1	DOID:13359|DOID:14720
O88269	MRP6	ENSRNOG00000028781	Abcc6	DOID:2738|DOID:3393
O88275	PPARG	ENSRNOG00000008839	Pparg	DOID:0060611|DOID:10591|DOID:10652|DOID:10763|DOID:11054|DOID:11613|DOID:1287|DOID:12935|DOID:13207|DOID:14557|DOID:1561|DOID:1793|DOID:219|DOID:224|DOID:2349|DOID:3021|DOID:3393|DOID:3407|DOID:3587|DOID:4989|DOID:684|DOID:783|DOID:811|DOID:9074|DOID:9352|DOID:9452|DOID:9970
O88280	SLIT3	ENSRNOG00000007377	Slit3	DOID:3827
O88307	SORL	ENSMUSG00000049313	Sorl1	DOID:10652
O88312	AGR2	ENSMUSG00000020581	Agr2	DOID:1612|DOID:3498|DOID:3587
O88319	NTR1	ENSMUSG00000027568	Ntsr1	DOID:14330|DOID:5419
O88325	O88325	ENSMUSG00000001751	Naglu	DOID:10754|DOID:12801
O88327	CTNL1	ENSMUSG00000038816	Ctnnal1	DOID:11723
O88329	MYO1A	ENSMUSG00000025401	Myo1a	DOID:10003
O88335	KCNJ1	ENSMUSG00000041248	Kcnj1	DOID:1184
O88338	CAD16	ENSMUSG00000031881	Cdh16	DOID:1781
O88339	EPN1	ENSRNOG00000015753	Epn1	DOID:3525
O88343	S4A4	ENSMUSG00000060961	Slc4a4	DOID:10763|DOID:12387|DOID:14219
O88346	TNNT1	ENSMUSG00000064179	Tnnt1	DOID:0050700|DOID:3191
O88351	IKKB	ENSMUSG00000031537	Ikbkb	DOID:0060180|DOID:10283|DOID:10652|DOID:10763|DOID:1612|DOID:219|DOID:224|DOID:2526|DOID:2723|DOID:552|DOID:767|DOID:9352
O88368	MITF	ENSRNOG00000008658	Mitf	DOID:13533|DOID:1909|DOID:3211|DOID:4997|DOID:6846|DOID:9258
O88370	PI42C	ENSRNOG00000005138	Pip4k2c	DOID:162
O88377	PI42B	ENSRNOG00000013030	Pip4k2b	DOID:162
