UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_ID
P97861	KRT86	ENSMUSG00000067614	Krt86	DOID:421
P97864	CASP7	ENSMUSG00000025076	Casp7	DOID:1002|DOID:10652|DOID:11446|DOID:1612|DOID:219|DOID:224|DOID:3908|DOID:5199|DOID:7148|DOID:9352|DOID:9408
P97873	LOXL1	ENSMUSG00000032334	Loxl1	DOID:1070|DOID:10873|DOID:13641
P97874	GAK	ENSRNOG00000000048	Gak	DOID:14330
P97879	GRIP1	ENSRNOG00000004013	Grip1	DOID:11836
P97881	MUC13	ENSRNOG00000001794	Muc13	DOID:326
P97884	CCL20	ENSRNOG00000015992	Ccl20	DOID:11168|DOID:11729|DOID:1564|DOID:1793|DOID:224|DOID:2316|DOID:2722|DOID:2841|DOID:2986|DOID:3310|DOID:418|DOID:8577|DOID:8893
P97885	CXCL5	NA	Cxcl5	DOID:10459|DOID:11394|DOID:14654|DOID:1520|DOID:1580|DOID:2797|DOID:2841|DOID:2945|DOID:3083|DOID:4483|DOID:552|DOID:9256|DOID:9279
P97887	PSN1	ENSRNOG00000009110	Psen1	DOID:10652|DOID:11870|DOID:12930|DOID:2280|DOID:9255
P97888	2ABG	ENSRNOG00000058202	Ppp2r2c	DOID:1441
P97926	OXYR	ENSMUSG00000049112	Oxtr	DOID:10763|DOID:10808
P97929	BRCA2	ENSMUSG00000041147	Brca2	DOID:10283|DOID:13636|DOID:1380|DOID:1612|DOID:1793|DOID:1909|DOID:2154|DOID:2394|DOID:3070|DOID:3347|DOID:3748|DOID:5223|DOID:5683|DOID:6039|DOID:83|DOID:8923
P97931	UNG	ENSMUSG00000029591	Ung	DOID:11702
P97943	SCRB1	ENSRNOG00000000981	Scarb1	DOID:10003
P97946	VEGFD	ENSMUSG00000031380	Vegfd	DOID:11054|DOID:4001
P97947	NR0B2	ENSRNOG00000007229	Nr0b2	DOID:1852|DOID:9351|DOID:9352|DOID:9970
P97952	SCN1B	ENSMUSG00000019194	Scn1b	DOID:9352
P97953	VEGFC	ENSMUSG00000031520	Vegfc	DOID:11054|DOID:2154|DOID:2394|DOID:3008|DOID:3459|DOID:4450|DOID:5082|DOID:684
P98063	BMP1	ENSMUSG00000022098	Bmp1	DOID:12347
P98078	DAB2	ENSMUSG00000022150	Dab2	DOID:5844
P98083	SHC1	ENSMUSG00000042626	Shc1	DOID:1168|DOID:684|DOID:9452
P98086	C1QA	ENSMUSG00000036887	C1qa	DOID:11758|DOID:1826|DOID:2921|DOID:9074
P98105	LYAM2	ENSRNOG00000002723	Sele	DOID:0080600|DOID:2316|DOID:2986|DOID:3393|DOID:6713|DOID:9744
P98106	LYAM3	ENSRNOG00000002794	Selp	DOID:0060180|DOID:10652|DOID:12894|DOID:13378|DOID:1936|DOID:3083|DOID:3310|DOID:526|DOID:5844|DOID:6000|DOID:676|DOID:8577|DOID:8805|DOID:9352|DOID:9970
P98156	VLDLR	ENSMUSG00000024924	Vldlr	DOID:10652|DOID:1184|DOID:12849|DOID:1307|DOID:1312
P98158	LRP2	ENSRNOG00000056184	Lrp2	DOID:1062|DOID:10763|DOID:10976|DOID:11829|DOID:2527|DOID:7188|DOID:783|DOID:898
P98166	VLDLR	ENSRNOG00000027491	Vldlr	DOID:10652|DOID:1184|DOID:12849|DOID:1307|DOID:1312
P98172	EFNB1	ENSG00000090776	EFNB1	DOID:14737
P98174	FGD1	ENSG00000102302	FGD1	DOID:6683
P98191	CDS1	ENSMUSG00000029330	Cds1	DOID:162
P98192	GNPAT	ENSMUSG00000031985	Gnpat	DOID:150
P98203	ARVC	ENSMUSG00000000325	Arvcf	DOID:11198
P99024	TBB5	ENSMUSG00000001525	Tubb5	DOID:10907
P99999	CYC	ENSG00000172115	CYCS	DOID:1588
Q00175	PRGR	ENSMUSG00000031870	Pgr	DOID:11612|DOID:12700|DOID:289|DOID:9970
Q00196	PO2F2	ENSMUSG00000008496	Pou2f2	DOID:2914
Q00238	ICAM1	ENSRNOG00000020679	Icam1	DOID:0050589|DOID:0060180|DOID:10247|DOID:10283|DOID:10591|DOID:10652|DOID:10754|DOID:10763|DOID:10952|DOID:11054|DOID:11204|DOID:11394|DOID:11446|DOID:11713|DOID:11714|DOID:11984|DOID:1205|DOID:12361|DOID:12365|DOID:12716|DOID:1273|DOID:12894|DOID:12930|DOID:13025|DOID:13141|DOID:13241|DOID:13252|DOID:13608|DOID:1586|DOID:1612|DOID:1793|DOID:1909|DOID:224|DOID:2394|DOID:2797|DOID:2841|DOID:3021|DOID:3083|DOID:3454|DOID:3526|DOID:3770|DOID:3908|DOID:418|DOID:4195|DOID:4724|DOID:4989|DOID:5082|DOID:5199|DOID:552|DOID:576|DOID:5844|DOID:6432|DOID:684|DOID:783|DOID:820|DOID:8472|DOID:8506|DOID:8567|DOID:8577|DOID:8778|DOID:8893|DOID:8923|DOID:8947|DOID:9279|DOID:9351|DOID:9352|DOID:9383|DOID:9538|DOID:9719|DOID:9744|DOID:9970
Q00286	PIT1	ENSMUSG00000004842	Pou1f1	DOID:9410
Q00342	FLT3	ENSMUSG00000042817	Flt3	DOID:10283|DOID:4971|DOID:9119|DOID:9952
Q00417	TCF7	ENSMUSG00000000782	Tcf7	DOID:10283
Q00493	CBPE	ENSMUSG00000037852	Cpe	DOID:11981|DOID:9352|DOID:9970
Q00495	CSF1R	ENSRNOG00000018414	Csf1r	DOID:1612|DOID:4450|DOID:8991
Q00519	XDH	ENSMUSG00000024066	Xdh	DOID:0050700|DOID:1063|DOID:10762|DOID:10763|DOID:11054|DOID:1287|DOID:13580|DOID:1919|DOID:1920|DOID:3021|DOID:3407|DOID:4989|DOID:684|DOID:784|DOID:8283|DOID:83|DOID:9970
Q00547	HMMR	ENSMUSG00000020330	Hmmr	DOID:1612
Q00560	IL6RB	ENSMUSG00000021756	Il6st	DOID:10534|DOID:10652|DOID:10763|DOID:11613|DOID:11832|DOID:1824|DOID:2316|DOID:2349|DOID:684|DOID:7148
Q00566	MECP2	ENSRNOG00000056659	Mecp2	DOID:11832|DOID:1206|DOID:12849|DOID:224|DOID:684
Q00609	CD80	ENSMUSG00000075122	Cd80	DOID:1074|DOID:2378|DOID:3070|DOID:3083|DOID:3213|DOID:3388|DOID:7148|DOID:9074|DOID:9744
Q00612	G6PD1	ENSMUSG00000031400	G6pdx	DOID:12365|DOID:13413|DOID:13580|DOID:13628|DOID:14067|DOID:1591|DOID:224|DOID:2355|DOID:2383|DOID:2861|DOID:557|DOID:583|DOID:5844|DOID:6713|DOID:684|DOID:83|DOID:9279|DOID:9281|DOID:9351|DOID:9352|DOID:9744|DOID:9970
Q00623	APOA1	ENSMUSG00000032083	Apoa1	DOID:0080547|DOID:10652|DOID:10763|DOID:11446|DOID:11512|DOID:1184|DOID:13810|DOID:1387|DOID:14330|DOID:1470|DOID:1793|DOID:1883|DOID:1936|DOID:2349|DOID:2377|DOID:2671|DOID:3393|DOID:4947|DOID:5082|DOID:5844|DOID:6000|DOID:684|DOID:687|DOID:783|DOID:7998|DOID:9074|DOID:9282|DOID:9352|DOID:9452|DOID:9744|DOID:9970
Q00651	ITA4	ENSMUSG00000027009	Itga4	DOID:10591|DOID:10952|DOID:1793|DOID:552|DOID:8947
Q00653	NFKB2	ENSG00000077150	NFKB2	DOID:12177
Q00657	CSPG4	ENSRNOG00000017208	Cspg4	DOID:2316|DOID:2378|DOID:9952
Q00690	LYAM2	ENSMUSG00000026582	Sele	DOID:0080600|DOID:2316|DOID:2986|DOID:3393|DOID:6713|DOID:9744
Q00724	RET4	ENSMUSG00000024990	Rbp4	DOID:9352|DOID:9970
Q00731	VEGFA	ENSMUSG00000023951	Vegfa	DOID:0050589|DOID:0060224|DOID:0080600|DOID:10283|DOID:10584|DOID:10591|DOID:10652|DOID:10762|DOID:10763|DOID:10873|DOID:1094|DOID:11054|DOID:11198|DOID:11396|DOID:11612|DOID:11713|DOID:12236|DOID:12361|DOID:12689|DOID:12716|DOID:13025|DOID:13207|DOID:13241|DOID:13378|DOID:1520|DOID:1682|DOID:1686|DOID:1687|DOID:1724|DOID:1727|DOID:1909|DOID:2048|DOID:219|DOID:2377|DOID:2738|DOID:2841|DOID:289|DOID:2921|DOID:2999|DOID:3042|DOID:3083|DOID:3087|DOID:332|DOID:3393|DOID:3512|DOID:3827|DOID:418|DOID:4440|DOID:4449|DOID:4450|DOID:4483|DOID:4724|DOID:5082|DOID:576|DOID:5844|DOID:6039|DOID:684|DOID:7148|DOID:841|DOID:8505|DOID:8506|DOID:8544|DOID:8552|DOID:8577|DOID:8778|DOID:8893|DOID:8947|DOID:8991|DOID:9007|DOID:9119|DOID:9352|DOID:9538|DOID:9743|DOID:9810
Q00788	V2R	ENSRNOG00000059862	Avpr2	DOID:10763|DOID:12387|DOID:5199
Q00896	A1AT3	ENSMUSG00000079015	Serpina1c	DOID:10591|DOID:10763|DOID:13372|DOID:1793|DOID:2349|DOID:2841|DOID:2913|DOID:3083|DOID:3393|DOID:3587|DOID:409|DOID:446|DOID:4989|DOID:5082|DOID:526|DOID:576|DOID:6432|DOID:8398|DOID:9256|DOID:9675
Q00897	A1AT4	ENSMUSG00000071177	Serpina1d	DOID:10591|DOID:10763|DOID:13372|DOID:1793|DOID:2349|DOID:2841|DOID:2913|DOID:3083|DOID:3393|DOID:3587|DOID:409|DOID:446|DOID:4989|DOID:5082|DOID:526|DOID:576|DOID:6432|DOID:8398|DOID:9256|DOID:9675
Q00898	A1AT5	ENSMUSG00000072849	Serpina1e	DOID:10591|DOID:10763|DOID:13372|DOID:1793|DOID:2349|DOID:2841|DOID:2913|DOID:3083|DOID:3393|DOID:3587|DOID:409|DOID:446|DOID:4989|DOID:5082|DOID:526|DOID:576|DOID:6432|DOID:8398|DOID:9256|DOID:9675
Q00899	TYY1	ENSMUSG00000021264	Yy1	DOID:4769|DOID:6000|DOID:9744
Q00900	ZEP2	ENSRNOG00000011015	Hivep2	DOID:1059|DOID:10652|DOID:5419
Q00910	SO2A1	ENSRNOG00000009005	Slco2a1	DOID:14283
Q00911	EGR4	ENSRNOG00000015719	Egr4	DOID:3525
Q00918	LTBP1	ENSRNOG00000033090	Ltbp1	DOID:224|DOID:2921
Q00939	FOXG1	ENSRNOG00000047891	Foxg1	DOID:1206
Q00941	CSF2R	ENSMUSG00000059326	Csf2ra	DOID:12120
Q00954	SCN1B	ENSRNOG00000021102	Scn1b	DOID:9352
Q00959	NMDE1	ENSRNOG00000033942	Grin2a	DOID:10652|DOID:12858|DOID:1561|DOID:1824|DOID:3312|DOID:5419|DOID:8725|DOID:9279
Q00960	NMDE2	ENSRNOG00000008766	Grin2b	DOID:10584|DOID:10652|DOID:1094|DOID:11446|DOID:12858|DOID:1561|DOID:1574|DOID:1826|DOID:3312|DOID:3328|DOID:5419|DOID:8725|DOID:9279|DOID:9993
Q00969	ATF2	ENSRNOG00000001597	Atf2	DOID:10652|DOID:10763|DOID:11049|DOID:11870|DOID:12858|DOID:1686|DOID:224|DOID:2256|DOID:5419
Q00977	CXB2	ENSMUSG00000046352	Gjb2	DOID:10003|DOID:13619|DOID:326|DOID:3910|DOID:684|DOID:7188
Q00981	UCHL1	ENSRNOG00000002343	Uchl1	DOID:10652|DOID:14330|DOID:2476|DOID:5679
Q00993	UFO	ENSMUSG00000002602	Axl	DOID:2921|DOID:9352
Q01062	PDE2A	ENSRNOG00000019560	Pde2a	DOID:0050700
Q01063	PDE4D	ENSMUSG00000021699	Pde4d	DOID:14669|DOID:1596|DOID:224
Q01097	NMDE2	ENSMUSG00000030209	Grin2b	DOID:10584|DOID:10652|DOID:1094|DOID:11446|DOID:12858|DOID:1561|DOID:1574|DOID:1826|DOID:3312|DOID:3328|DOID:5419|DOID:8725|DOID:9279|DOID:9993
Q01102	LYAM3	ENSMUSG00000026580	Selp	DOID:0060180|DOID:10652|DOID:12894|DOID:13378|DOID:1936|DOID:3083|DOID:3310|DOID:526|DOID:5844|DOID:6000|DOID:676|DOID:8577|DOID:8805|DOID:9352|DOID:9970
Q01114	IL9R	ENSMUSG00000020279	Il9r	DOID:1485|DOID:2841
Q01129	PGS2	ENSRNOG00000004554	Dcn	DOID:11714|DOID:13359|DOID:2841|DOID:3070|DOID:3459|DOID:5844|DOID:9352|DOID:9970
Q01134	CHKA	ENSRNOG00000016791	Chka	DOID:219|DOID:224
Q01149	CO1A2	ENSMUSG00000029661	Col1a2	DOID:10941|DOID:11476|DOID:12347|DOID:13359|DOID:1459|DOID:3770|DOID:4079|DOID:5199|DOID:767
Q01177	PLMN	ENSRNOG00000017223	Plg	DOID:0080600|DOID:10159|DOID:10652|DOID:13001|DOID:13189|DOID:1936|DOID:2452|DOID:2987|DOID:3393|DOID:3490|DOID:3526|DOID:5844|DOID:7148|DOID:8725|DOID:9074
Q01205	ODO2	ENSRNOG00000005061	Dlst	DOID:10652
Q01231	CXA5	ENSMUSG00000057123	Gja5	DOID:0060224|DOID:10763|DOID:1591|DOID:2921|DOID:5199|DOID:5844|DOID:6419|DOID:9970
Q01237	HMDH	ENSMUSG00000021670	Hmgcr	DOID:10652|DOID:10787|DOID:1307|DOID:14330|DOID:2044|DOID:2841|DOID:3393|DOID:6432|DOID:783|DOID:8805|DOID:893|DOID:9351|DOID:9352
Q01279	EGFR	ENSMUSG00000020122	Egfr	DOID:0050589|DOID:0050700|DOID:10283|DOID:11054|DOID:1307|DOID:14330|DOID:1612|DOID:1793|DOID:2671|DOID:2841|DOID:2957|DOID:3070|DOID:3083|DOID:3459|DOID:3748|DOID:3908|DOID:4450|DOID:5082|DOID:5419|DOID:6432|DOID:8947|DOID:9256
Q01320	TOP2A	ENSMUSG00000020914	Top2a	DOID:10283|DOID:11054|DOID:11624|DOID:162|DOID:2154|DOID:8991
Q01337	ADA2C	ENSMUSG00000045318	Adra2c	DOID:6000
Q01338	ADA2A	ENSMUSG00000033717	Adra2a	DOID:10763|DOID:1094|DOID:1596|DOID:2030|DOID:9352
Q01339	APOH	ENSMUSG00000000049	Apoh	DOID:0060903|DOID:2349|DOID:2988|DOID:341|DOID:4449|DOID:5844|DOID:8947|DOID:9351|DOID:9352
Q01341	ADCY6	ENSMUSG00000022994	Adcy6	DOID:5199
Q01453	PMP22	ENSG00000109099	PMP22	DOID:10595|DOID:12842
Q01543	FLI1	ENSG00000151702	FLI1	DOID:3369
Q01579	GSTT1	ENSRNOG00000049771	Gstt1	DOID:9744|DOID:9970
Q01621	LCK	ENSRNOG00000009705	Lck	DOID:11204|DOID:526|DOID:557|DOID:9256
Q01705	NOTC1	ENSMUSG00000026923	Notch1	DOID:1380|DOID:162|DOID:299|DOID:3620|DOID:4947
Q01717	TRHR	ENSRNOG00000005048	Trhr	DOID:10763
Q01727	MSHR	ENSMUSG00000074037	Mc1r	DOID:1470|DOID:1909|DOID:6846
Q01728	NAC1	ENSRNOG00000008479	Slc8a1	DOID:10652|DOID:10763|DOID:1824|DOID:2316|DOID:6000|DOID:6432
Q01730	RSU1	ENSMUSG00000026727	Rsu1	DOID:0050741
Q01768	NDKB	ENSMUSG00000020857	Nme2	DOID:11054|DOID:11132|DOID:2349|DOID:2394|DOID:4001|DOID:6000
Q01776	GNRHR	ENSMUSG00000029255	Gnrhr	DOID:9970
Q01815	CAC1C	ENSMUSG00000051331	Cacna1c	DOID:11723
Q01818	VMAT1	ENSRNOG00000011992	Slc18a1	DOID:14175|DOID:3312|DOID:5419
Q01827	VMAT2	ENSRNOG00000008890	Slc18a2	DOID:14330|DOID:1440|DOID:2030|DOID:303|DOID:3602|DOID:9744
Q01844	EWS	ENSG00000182944	EWSR1	DOID:3369
Q01853	TERA	ENSMUSG00000028452	Vcp	DOID:1289|DOID:1307|DOID:3429|DOID:5408
Q01887	RYK	ENSMUSG00000032547	Ryk	DOID:1059
Q01968	OCRL	ENSG00000122126	OCRL	DOID:1056
Q01984	HNMT	ENSRNOG00000005223	Hnmt	DOID:11870|DOID:12858|DOID:14250|DOID:14330|DOID:2841|DOID:3310|DOID:3454|DOID:4990|DOID:8577
Q01986	MP2K1	ENSRNOG00000010176	Map2k1	DOID:1612|DOID:2526|DOID:3070|DOID:4001|DOID:4074|DOID:4253|DOID:4450|DOID:83
Q02013	AQP1	ENSMUSG00000004655	Aqp1	DOID:10763|DOID:10908|DOID:13141|DOID:1727|DOID:1824|DOID:4724|DOID:9351
Q02067	ASCL1	ENSMUSG00000020052	Ascl1	DOID:1824
Q02078	MEF2A	ENSG00000068305	MEF2A	DOID:3393
Q02085	SNAI1	ENSMUSG00000042821	Snai1	DOID:12930|DOID:4159
Q02108	GCYA1	ENSG00000164116	GUCY1A1	DOID:13099
Q02111	KPCT	ENSMUSG00000026778	Prkcq	DOID:2018|DOID:2526|DOID:5327
Q02152	5HT2B	ENSMUSG00000026228	Htr2b	DOID:11984|DOID:14320|DOID:4079|DOID:6000
Q02195	FGF7	ENSRNOG00000009425	Fgf7	DOID:10283|DOID:11132|DOID:127|DOID:1749|DOID:2394|DOID:2871|DOID:2945
Q02242	PDCD1	ENSMUSG00000026285	Pdcd1	DOID:12930|DOID:2377|DOID:4450|DOID:9074
Q02248	CTNB1	ENSMUSG00000006932	Ctnnb1	DOID:10283|DOID:10652|DOID:11054|DOID:182|DOID:2154|DOID:2394|DOID:2671|DOID:2999|DOID:3457|DOID:3905|DOID:3907|DOID:3969|DOID:4450|DOID:5374|DOID:684|DOID:687|DOID:8719|DOID:9256|DOID:9970
Q02257	PLAK	ENSMUSG00000001552	Jup	DOID:0050700|DOID:10283|DOID:11054|DOID:1380|DOID:2154|DOID:2394|DOID:3008|DOID:3390|DOID:4440|DOID:4450|DOID:4603|DOID:9970
Q02284	5HT1F	ENSMUSG00000050783	Htr1f	DOID:14320
Q02294	CAC1B	ENSRNOG00000004560	Cacna1b	DOID:2377|DOID:6364
Q02318	CP27A	ENSG00000135929	CYP27A1	DOID:4810
Q02346	MYOD1	ENSRNOG00000011306	Myod1	DOID:10763|DOID:6000|DOID:9970
Q02353	NDST1	ENSRNOG00000019014	Ndst1	DOID:1059|DOID:11198|DOID:12716|DOID:14227|DOID:3827
Q02357	ANK1	ENSMUSG00000031543	Ank1	DOID:12365|DOID:12971|DOID:224|DOID:2355
Q02401	LPH	ENSRNOG00000003681	Lct	DOID:0060180|DOID:13250
Q02445	TFPI1	ENSRNOG00000005039	Tfpi	DOID:0060224|DOID:10159|DOID:10591|DOID:10772|DOID:11247|DOID:1168|DOID:1184|DOID:12134|DOID:1240|DOID:14115|DOID:14566|DOID:2216|DOID:224|DOID:2451|DOID:3770|DOID:5082|DOID:5425|DOID:5844|DOID:9074|DOID:9351
Q02485	CAC1S	ENSRNOG00000046231	Cacna1s	DOID:11723|DOID:14452|DOID:8545
Q02496	MUC1	ENSMUSG00000042784	Muc1	DOID:10140|DOID:10283|DOID:10754|DOID:11054|DOID:11204|DOID:11339|DOID:11394|DOID:114|DOID:1485|DOID:1612|DOID:1793|DOID:2799|DOID:2841|DOID:3030|DOID:3082|DOID:3083|DOID:3458|DOID:3587|DOID:3910|DOID:418|DOID:4450|DOID:4947|DOID:552|DOID:850|DOID:8622
Q02548	PAX5	ENSG00000196092	PAX5	DOID:9952
Q02566	MYH6	ENSMUSG00000040752	Myh6	DOID:11720|DOID:12930|DOID:13884|DOID:1459|DOID:1882|DOID:3429|DOID:384|DOID:397|DOID:423|DOID:5844|DOID:6000
Q02644	GHRHR	ENSRNOG00000011808	Ghrhr	DOID:535
Q02650	PAX5	ENSMUSG00000014030	Pax5	DOID:9952
Q02750	MP2K1	ENSG00000169032	MAP2K1	DOID:4253
Q02759	LOX15	ENSRNOG00000019183	Alox15	DOID:10652|DOID:2316|DOID:2921|DOID:6000
Q02765	CATS	ENSRNOG00000021157	Ctss	DOID:10652|DOID:10941|DOID:11723|DOID:14250|DOID:2378|DOID:3407|DOID:870
Q02769	FDFT	ENSRNOG00000021314	Fdft1	DOID:83
Q02789	CAC1S	ENSMUSG00000026407	Cacna1s	DOID:11723|DOID:14452|DOID:8545
Q02846	GUC2D	ENSG00000132518	GUCY2D	DOID:14791|DOID:980
Q02858	TIE2	ENSMUSG00000006386	Tek	DOID:10808|DOID:11294|DOID:12176|DOID:12556|DOID:2316|DOID:3393|DOID:5844|DOID:6432|DOID:684
Q02955	IL1R1	ENSRNOG00000014504	Il1r1	DOID:0080600|DOID:2945|DOID:418|DOID:9744
Q02956	KPCZ	ENSMUSG00000029053	Prkcz	DOID:4195|DOID:9352
Q02975	Z354A	NA	Znf354a	DOID:4440|DOID:8719
Q03059	CLAT	ENSMUSG00000021919	Chat	DOID:10652|DOID:2841|DOID:3635
Q03114	CDK5	ENSRNOG00000008017	Cdk5	DOID:10652|DOID:12098|DOID:1596|DOID:224|DOID:2316|DOID:8725
Q03135	CAV1	ENSG00000105974	CAV1	DOID:14557
Q03137	EPHA4	ENSMUSG00000026235	Epha4	DOID:10652|DOID:3602
Q03141	MARK3	ENSMUSG00000007411	Mark3	DOID:1289
Q03146	DDR1	ENSMUSG00000003534	Ddr1	DOID:6000
Q03147	CDK7	ENSMUSG00000069089	Cdk7	DOID:10652
Q03157	APLP1	ENSMUSG00000006651	Aplp1	DOID:10652
Q03172	ZEP1	ENSMUSG00000021366	Hivep1	DOID:10652
Q03173	ENAH	ENSMUSG00000022995	Enah	DOID:680
Q03190	CXA4	ENSRNOG00000014357	Gja4	DOID:3393|DOID:5199|DOID:5844
Q03191	TFF3	ENSRNOG00000001159	Tff3	DOID:0060071|DOID:10283|DOID:219
Q03249	GALT	ENSMUSG00000036073	Galt	DOID:9870
Q03265	ATPA	NA	Atp5f1a	DOID:10652|DOID:10763|DOID:6432|DOID:8725
Q03267	IKZF1	ENSMUSG00000018654	Ikzf1	DOID:12177
Q03288	ASIP	NA	Asip	DOID:9352|DOID:9970
Q03311	CHLE	ENSMUSG00000027792	Bche	DOID:10652|DOID:10763|DOID:10914|DOID:1168|DOID:12858|DOID:1307|DOID:1826|DOID:3393|DOID:4247|DOID:5419|DOID:543|DOID:655|DOID:9279|DOID:9352|DOID:9470|DOID:9744
Q03336	RGN	ENSRNOG00000007949	Rgn	DOID:1168|DOID:684
Q03343	ADCY6	ENSRNOG00000054757	Adcy6	DOID:5199
Q03344	ATIF1	ENSRNOG00000013300	Atp5if1	DOID:1432
Q03347	RUNX1	ENSMUSG00000022952	Runx1	DOID:289|DOID:3525|DOID:9119
Q03351	NTRK3	ENSRNOG00000018674	Ntrk3	DOID:1793|DOID:3587
Q03358	MSX2	ENSMUSG00000021469	Msx2	DOID:10763|DOID:2340
Q03366	CCL7	ENSMUSG00000035373	Ccl7	DOID:0080600|DOID:10325|DOID:1063|DOID:11204|DOID:2377|DOID:2527|DOID:2799|DOID:2841|DOID:2921|DOID:3083|DOID:4483|DOID:552|DOID:823|DOID:8577|DOID:934|DOID:9970
Q03391	NMDE4	ENSMUSG00000002771	Grin2d	DOID:5419
Q03404	TFF2	ENSMUSG00000024028	Tff2	DOID:10283
Q03468	ERCC6	ENSG00000225830	ERCC6	DOID:2962
Q03555	GEPH	ENSRNOG00000028366	Gphn	DOID:655
Q03626	MUG1	NA	Mug1	DOID:10754
Q03734	SPA3M	ENSMUSG00000079012	Serpina3m	DOID:11394|DOID:11949|DOID:1485|DOID:2945|DOID:3083|DOID:3910|DOID:865
Q03740	CRGE	ENSMUSG00000070870	Cryge	DOID:83
Q03963	E2AK2	ENSMUSG00000024079	Eif2ak2	DOID:10652|DOID:12858|DOID:14330|DOID:332|DOID:5453
Q04207	TF65	ENSMUSG00000024927	Rela	DOID:0060058|DOID:0060180|DOID:104|DOID:10754|DOID:10763|DOID:11054|DOID:11132|DOID:13141|DOID:1591|DOID:1793|DOID:1824|DOID:1826|DOID:2349|DOID:2526|DOID:3908|DOID:4450|DOID:6432|DOID:783|DOID:8991|DOID:9452|DOID:9588|DOID:9970
Q04211	BTG2	ENSMUSG00000020423	Btg2	DOID:1612|DOID:2316|DOID:4450
Q04400	ADCY5	ENSRNOG00000002229	Adcy5	DOID:10763|DOID:14330|DOID:9352
Q04446	GLGB	ENSG00000114480	GBE1	DOID:2750
Q04462	SYVC	NA	Vars1	DOID:700|DOID:890
Q04519	ASM	ENSMUSG00000037049	Smpd1	DOID:14504|DOID:893
Q04573	NPY1R	ENSMUSG00000036437	Npy1r	DOID:0050830|DOID:10763|DOID:11832|DOID:1596|DOID:1825|DOID:2030|DOID:3328|DOID:9970
Q04589	FGFR1	ENSRNOG00000016050	Fgfr1	DOID:0070004|DOID:10283|DOID:10652|DOID:10754|DOID:11446|DOID:11832|DOID:12689|DOID:12960|DOID:14705|DOID:224|DOID:3908|DOID:403|DOID:4450|DOID:5327|DOID:6432|DOID:684|DOID:8398|DOID:8692|DOID:8725|DOID:9119|DOID:9296|DOID:9452|DOID:9970
Q04592	PCSK5	ENSMUSG00000024713	Pcsk5	DOID:11446|DOID:14679|DOID:9562
Q04656	ATP7A	ENSG00000165240	ATP7A	DOID:1838
Q04666	HES1	ENSRNOG00000001720	Hes1	DOID:1319|DOID:1826|DOID:3021|DOID:8552
Q04690	NF1	ENSMUSG00000020716	Nf1	DOID:1094|DOID:11446|DOID:12849|DOID:224|DOID:3069|DOID:3070|DOID:535|DOID:8712|DOID:9119
Q04721	NOTC2	ENSG00000134250	NOTCH2	DOID:2736|DOID:9245
Q04736	YES	ENSMUSG00000014932	Yes1	DOID:557|DOID:9256
Q04771	ACVR1	ENSG00000115170	ACVR1	DOID:13374
Q04827	CCND2	ENSRNOG00000057710	Ccnd2	DOID:10283|DOID:10952|DOID:1686|DOID:1875|DOID:2154|DOID:219|DOID:2671|DOID:2999|DOID:3457|DOID:4440|DOID:9538
Q04844	ACHE	ENSG00000108556	CHRNE	DOID:437
Q04863	RELB	ENSMUSG00000002983	Relb	DOID:104|DOID:1612|DOID:2671|DOID:3310|DOID:5199|DOID:557|DOID:767
Q04888	SOX10	ENSMUSG00000033006	Sox10	DOID:10487|DOID:3614|DOID:9258
Q04891	SOX13	ENSMUSG00000070643	Sox13	DOID:10652|DOID:114
Q04892	SOX14	ENSMUSG00000053747	Sox14	DOID:10155
Q04906	BMP6	ENSRNOG00000013717	Bmp6	DOID:0060180|DOID:10283|DOID:14323|DOID:1612|DOID:2316|DOID:2355|DOID:3748|DOID:4450|DOID:9351|DOID:9970
Q04931	SSRP1	ENSRNOG00000008825	Ssrp1	DOID:162
Q04940	NEUG	ENSRNOG00000010688	Nrgn	DOID:10652|DOID:11832|DOID:1459
Q04970	RASN	ENSRNOG00000023079	Nras	DOID:0050700|DOID:10283|DOID:1240|DOID:162|DOID:2671|DOID:3068|DOID:3969|DOID:4362|DOID:684|DOID:9119|DOID:9256|DOID:9446|DOID:9538|DOID:9952
Q04997	INHA	ENSMUSG00000032968	Inha	DOID:10283|DOID:10286|DOID:2696|DOID:3008|DOID:4440
Q04998	INHBA	ENSMUSG00000041324	Inhba	DOID:11714
Q05020	APOC2	ENSMUSG00000002992	Apoc2	DOID:1168|DOID:1184|DOID:2377|DOID:783|DOID:9351|DOID:9352|DOID:9970
Q05028	PDGFB	ENSRNOG00000017197	Pdgfb	DOID:0050589|DOID:0080600|DOID:10652|DOID:10763|DOID:10873|DOID:11132|DOID:11832|DOID:127|DOID:13207|DOID:13580|DOID:2696|DOID:2841|DOID:2921|DOID:3068|DOID:3070|DOID:3454|DOID:3507|DOID:4467|DOID:4586|DOID:4989|DOID:5082|DOID:5199|DOID:6432|DOID:7148
Q05030	PGFRB	ENSRNOG00000018461	Pdgfrb	DOID:10283|DOID:10763|DOID:10873|DOID:11446|DOID:13619|DOID:1612|DOID:2226|DOID:2696|DOID:3068|DOID:3459|DOID:3525|DOID:4450
Q05066	SRY	ENSG00000184895	SRY	DOID:14448
